,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
50,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,1,0,,Tohru UKAWA,JPN,,Honda,159.6,44'39.467
51,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,2,0,,Valentino ROSSI,ITA,,Honda,159.5,+0.932
52,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,3,0,,Loris CAPIROSSI,ITA,,Honda,159.1,+8.259
53,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,4,0,,Daijiro KATO,JPN,,Honda,158.0,+26.962
54,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,5,0,,Carlos CHECA,SPA,,Yamaha,158.0,+27.227
55,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,6,0,,Olivier JACQUE,FRA,,Yamaha,157.9,+27.889
56,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,7,0,,Norick ABE,JPN,,Yamaha,157.8,+30.215
57,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,8,0,,Shinya NAKANO,JPN,,Yamaha,157.8,+30.781
58,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,9,0,,Max BIAGGI,ITA,,Yamaha,157.0,+43.796
59,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,10,0,,Garry McCOY,AUS,,Yamaha,156.9,+45.501
60,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,11,0,,Jurgen vd GOORBERGH,NED,,Honda,155.7,+1'06.938
61,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,12,0,,Tetsuya HARADA,JPN,,Honda,155.0,+1'19.560
62,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,13,0,,Pere RIBA,SPA,,Yamaha,155.0,+1'19.857
63,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,14,0,,John HOPKINS,USA,,Yamaha,154.3,+1'31.519
64,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,15,0,,Regis LACONI,FRA,,Aprilia,154.2,+1'32.725
65,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,16,0,,Sete GIBERNAU,SPA,,Suzuki,152.2,1 Lap
66,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,19,2002",n/a,n/a,n/a,n/a,crash,0,,Jeremy McWILLIAMS,GBR,,Proton KR,149.2,23 Laps
67,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,1,0,,Marco MELANDRI,ITA,,Aprilia,154.3,42'52.922
68,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,2,0,,Franco BATTAINI,ITA,,Aprilia,154.1,+2.962
69,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,3,0,,Fonsi NIETO,SPA,,Aprilia,154.0,+5.213
70,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,4,0,,Roberto ROLFO,ITA,,Honda,153.9,+6.290
71,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,5,0,,Roberto LOCATELLI,ITA,,Aprilia,153.9,+6.675
72,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,6,0,,Randy DE PUNIET,FRA,,Aprilia,153.8,+8.102
73,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,7,0,,Emilio ALZAMORA,SPA,,Honda,153.0,+22.571
74,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,8,0,,Sebastian PORTO,ARG,,Yamaha,152.9,+24.171
75,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,9,0,,Alex DEBON,SPA,,Aprilia,152.6,+28.161
76,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,10,0,,David CHECA,SPA,,Aprilia,152.2,+36.261
77,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,11,0,,Naoki MATSUDO,JPN,,Yamaha,151.5,+47.211
78,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,12,0,,Jay VINCENT,GBR,,Honda,151.5,+47.886
79,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,13,0,,Haruchika AOKI,JPN,,Honda,151.2,+53.106
80,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,14,0,,Dirk HEIDOLF,GER,,Aprilia,150.6,+1'02.767
81,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,15,0,,Leon HASLAM,GBR,,Honda,150.6,+1'04.093
82,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,16,0,,Toni ELIAS,SPA,,Aprilia,150.0,+1'13.435
83,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,17,0,,Jarno JANSSEN,NED,,Honda,146.7,1 Lap
84,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,crash,0,,Taro SEKIGUCHI,JPN,,Yamaha,,26 Laps
85,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,1,0,,Manuel POGGIALI,RSM,,Gilera,147.4,41'26.120
86,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,2,0,,Arnaud VINCENT,FRA,,Aprilia,147.4,+0.270
87,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,3,0,,Dani PEDROSA,SPA,,Honda,147.4,+0.826
88,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,4,0,,Steve JENKNER,GER,,Aprilia,147.4,+1.098
89,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,5,0,,Pablo NIETO,SPA,,Aprilia,147.4,+1.187
90,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,6,0,,Alex DE ANGELIS,RSM,,Aprilia,147.3,+1.583
91,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,7,0,,Gino BORSOI,ITA,,Aprilia,147.3,+1.830
92,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,8,0,,Simone SANNA,ITA,,Aprilia,146.7,+12.839
93,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,9,0,,Masao AZUMA,JPN,,Honda,146.6,+13.942
94,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,10,0,,Andrea DOVIZIOSO,ITA,,Honda,146.3,+19.201
95,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,11,0,,Noboru UEDA,JPN,,Honda,146.3,+19.210
96,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,12,0,,Mika KALLIO,FIN,,Honda,145.1,+39.207
97,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,13,0,,Max SABBATANI,ITA,,Aprilia,144.7,+46.560
98,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,14,0,,Andrea BALLERINI,ITA,,Honda,144.3,+53.710
99,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,15,0,,Michel FABRIZIO,ITA,,Gilera,144.3,+53.868
100,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,16,0,,Mirko GIANSANTI,ITA,,Honda,144.3,+54.001
101,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,17,0,,Mattia ANGELONI,ITA,,Gilera,144.2,+54.739
102,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,18,0,,Gabor TALMACSI,HUN,,Italjet,144.2,+54.886
103,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,19,0,,Jarno MÜLLER,GER,,Honda,144.2,+54.919
104,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,20,0,,Alex BALDOLINI,ITA,,Aprilia,143.5,+1'07.871
105,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,21,0,,Chaz DAVIES,GBR,,Aprilia,143.5,+1'08.217
106,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,22,0,,Stefano BIANCO,ITA,,Aprilia,143.1,+1'15.825
107,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,23,0,,Imre TOTH,HUN,,Honda,141.9,+1'36.139
108,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,24,0,,Stefano PERUGINI,ITA,,Italjet,141.5,+1'43.455
109,2002,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,19,2002",n/a,n/a,n/a,n/a,crash,0,,Klaus NÖHLES,GER,,Honda,,24 Laps
110,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,1,0,,Valentino ROSSI,ITA,,Honda,152.9,46'51.843
111,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,2,0,,Daijiro KATO,JPN,,Honda,152.8,+1.190
112,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,3,0,,Tohru UKAWA,JPN,,Honda,152.8,+2.445
113,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,4,0,,Loris CAPIROSSI,ITA,,Honda,152.7,+2.830
114,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,5,0,,Alex BARROS,BRA,,Honda,152.7,+4.117
115,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,6,0,,Norick ABE,JPN,,Yamaha,151.9,+18.517
116,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,7,0,,Nobuatsu AOKI,JPN,,Proton KR,151.2,+31.785
117,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,8,0,,Kenny ROBERTS JR,USA,,Suzuki,151.1,+33.876
118,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,9,0,,Sete GIBERNAU,SPA,,Suzuki,150.8,+38.762
119,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,10,0,,Tetsuya HARADA,JPN,,Honda,150.8,+39.975
120,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,11,0,,Olivier JACQUE,FRA,,Yamaha,150.4,+47.496
121,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,12,0,,Jurgen vd GOORBERGH,NED,,Honda,150.3,+47.930
122,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,13,0,,John HOPKINS,USA,,Yamaha,150.2,+50.249
123,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,14,0,,Regis LACONI,FRA,,Aprilia,150.2,+50.684
124,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,15,0,,Garry McCOY,AUS,,Yamaha,150.1,+53.293
125,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,16,0,,Jeremy McWILLIAMS,GBR,,Proton KR,150.0,+54.171
126,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,17,0,,Shinya NAKANO,JPN,,Yamaha,148.5,+1'24.014
127,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,MotoGP,RAC,"May,03,2002",n/a,n/a,n/a,n/a,crash,0,,Max BIAGGI,ITA,,Yamaha,,0 Lap
128,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,250cc,RAC,"May,03,2002",n/a,n/a,n/a,n/a,1,0,,Fonsi NIETO,SPA,,Aprilia,149.8,46'03.241
129,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,250cc,RAC,"May,03,2002",n/a,n/a,n/a,n/a,2,0,,Roberto ROLFO,ITA,,Honda,149.7,+1.987
130,2002,SPA,SPANISH GRAND PRIX - Circuito de Jerez - Angel Nieto,250cc,RAC,"May,03,2002",n/a,n/a,n/a,n/a,3,0,,Emilio ALZAMORA,SPA,,Honda,149.5,+5.355
